27.05.2019 11:15:28:267;Ax=4,87930081173745;Ay=4,9933473567913;Az=0,0532727675993332;rx=87,3981784372116;ry=87,408040272262;rz=88,0925834817312;Vx=4,87930081173745;Vy=4,9933473567913;Vz=0,0532727675993332;cx=-0,203063942062698;cy=-0,0064398485847903;latitude=39,9226435651858;longitude=131,368466416541;
27.05.2019 11:17:23:676;Ax=4,87023849243775;Ay=4,77318149258996;Az=0,00172331829169892;rx=89,0716059853191;ry=89,7927843373235;rz=85,7693508848405;Vx=4901,05657652582;Vy=4899,23635841405;Vz=11,2131187705151;cx=-0,106739818203145;cy=-0,0303689191026493;latitude=62,4918474417551;longitude=108,798804342589;
27.05.2019 11:17:23:785;Ax=4,73954800713786;Ay=4,7782596374295;Az=-0,444105698305232;rx=85,952983666888;ry=89,1881586791427;rz=89,8144375320125;Vx=4905,79612453295;Vy=4904,01461805148;Vz=10,7690130722099;cx=-0,0622461968857095;cy=-0,103943149060449;latitude=62,535649192867;longitude=108,755018497785;
27.05.2019 11:17:23:895;Ax=4,89250477165566;Ay=4,83665768561729;Az=-0,431812551143492;rx=86,5617031764992;ry=86,5170574071896;rz=89,4415485092632;Vx=4910,68862930461;Vy=4908,8512757371;Vz=10,3372005210664;cx=-0,149723588966175;cy=-0,17381349018487;latitude=62,5794946270572;longitude=108,711189468537;
27.05.2019 11:17:24:37;Ax=4,78777416017269;Ay=4,93491333626905;Az=-0,11100221553864;rx=88,8428840585253;ry=88,4746222842832;rz=87,384353506325;Vx=4915,47640346478;Vy=4913,78618907337;Vz=10,2261983055278;cx=-0,132388294608049;cy=-0,192263440516435;latitude=62,623382809231;longitude=108,667316377563;
27.05.2019 11:17:24:131;Ax=4,81318174387011;Ay=4,5684169514889;Az=-0,112373440415772;rx=86,5159090634044;ry=87,163930774277;rz=88,6335195734322;Vx=4920,28958520865;Vy=4918,35460602486;Vz=10,113824865112;cx=-0,149952922132776;cy=-0,181008349594663;latitude=62,6673139662418;longitude=108,623402497153;
27.05.2019 11:17:24:241;Ax=4,63068550435392;Ay=4,52265593736556;Az=-0,411117018461748;rx=86,4772530586818;ry=86,580668326272;rz=89,5111842691019;Vx=4924,92027071301;Vy=4922,87726196222;Vz=9,70270784665023;cx=-0,0168177113131733;cy=-0,18245662962201;latitude=62,7112864686589;longitude=108,579448235885;
27.05.2019 11:17:24:350;Ax=4,68634342573879;Ay=4,81927148570273;Az=-0,173554404556544;rx=89,5364079554735;ry=88,2801493524016;rz=86,2122258717251;Vx=4929,60661413874;Vy=4927,69653344792;Vz=9,52915344209369;cx=-0,0369181945859083;cy=-0,030470103866179;latitude=62,755300813428;longitude=108,535450945408;
27.05.2019 11:17:24:459;Ax=4,60590057918145;Ay=4,83797551870252;Az=-0,34092905069279;rx=85,8785643109021;ry=87,2183708246883;rz=89,0223195774119;Vx=4934,21251471793;Vy=4932,53450896663;Vz=9,1882243914009;cx=-0,179100033316807;cy=-0,211421072104216;latitude=62,7993562823094;longitude=108,491410458721;
27.05.2019 11:17:24:584;Ax=4,57245584766961;Ay=4,93314639173129;Az=-0,212850225327001;rx=88,5724061157426;ry=86,7757984957545;rz=87,7391669988815;Vx=4938,7849705656;Vy=4937,46765535836;Vz=8,9753741660739;cx=-0,187139687774305;cy=-0,205048831426559;latitude=62,8434525766894;longitude=108,447325926083;
27.05.2019 11:17:24:694;Ax=4,6698864014679;Ay=4,92042822573354;Az=0,0372815152570984;rx=86,3131539708996;ry=89,0916016754189;rz=86,0282751619947;Vx=4943,45485696706;Vy=4942,38808358409;Vz=9,012655681331;cx=-0,00284690649846908;cy=-0,0710608413773883;latitude=62,8875905664838;longitude=108,403197461051;
27.05.2019 11:17:24:803;Ax=4,9722860280761;Ay=4,74445696139916;Az=-0,264911863680423;rx=85,6011789129587;ry=89,3963431473339;rz=87,8158261523656;Vx=4948,42714299514;Vy=4947,13254054549;Vz=8,74774381765057;cx=-0,106270908136516;cy=-0,119679508844705;latitude=62,9317729516891;longitude=108,359026634797;
27.05.2019 11:17:24:912;Ax=4,65045738390203;Ay=4,90533790150906;Az=-0,443021794358744;rx=88,6221511059544;ry=87,6518810296673;rz=86,6223772464424;Vx=4953,07760037904;Vy=4952,037878447;Vz=8,30472202329183;cx=-0,0419268908290746;cy=-0,117307501911334;latitude=62,9759968588353;longitude=108,314812010882;
27.05.2019 11:17:25:24;Ax=4,92065601140291;Ay=4,50870758621428;Az=-0,413872174482734;rx=87,1823508006904;ry=87,3768362970449;rz=86,591239657994;Vx=4957,99825639044;Vy=4956,54658603321;Vz=7,8908498488091;cx=-0,0212465544097356;cy=-0,028103808361621;latitude=63,0202647004102;longitude=108,270557130649;
27.05.2019 11:17:25:149;Ax=4,73513745853451;Ay=4,73210966528026;Az=-0,171396628637518;rx=88,9962953207997;ry=86,3266922344112;rz=88,4484821373823;Vx=4962,73339384898;Vy=4961,27869569849;Vz=7,71945322017158;cx=-0,210050187637123;cy=-0,203758497468087;latitude=63,0645748199982;longitude=108,226259999438;
27.05.2019 11:17:25:258;Ax=4,84430197758801;Ay=4,76698393014585;Az=-0,380223326864757;rx=89,5182581720959;ry=87,3565263505357;rz=86,3168204207052;Vx=4967,57769582657;Vy=4966,04567962864;Vz=7,33922989330682;cx=-0,1812382294709;cy=-0,0831861761669543;latitude=63,1089281922823;longitude=108,18192030587;
27.05.2019 11:17:25:367;Ax=4,66930396536798;Ay=4,50310423877235;Az=-0,259078926597293;rx=87,627757382173;ry=87,6763631481102;rz=87,6350551385596;Vx=4972,24699979193;Vy=4970,54878386741;Vz=7,08015096670953;cx=-0,0876428829099254;cy=-0,204669981661567;latitude=63,1533232547805;longitude=108,137540406014;
27.05.2019 11:17:25:477;Ax=4,5135990942426;Ay=4,74796485283783;Az=-0,280305570191846;rx=89,0132333994905;ry=85,7031247323393;rz=88,2607110693402;Vx=4976,76059888618;Vy=4975,29674872025;Vz=6,79984539651768;cx=-0,164902656229636;cy=-0,0670332702654548;latitude=63,1977586172705;longitude=108,093118113614;
27.05.2019 11:17:25:586;Ax=4,79167152675412;Ay=4,74754104378984;Az=-0,173895357094657;rx=87,3073561598115;ry=89,8083958101032;rz=88,87828651647;Vx=4981,55227041293;Vy=4980,04428976404;Vz=6,62595003942303;cx=-0,16101412056527;cy=-0,0797182841131985;latitude=63,2422367625421;longitude=108,048653432456;
27.05.2019 11:17:25:711;Ax=4,87211609625822;Ay=4,95977486668144;Az=-0,447396299148629;rx=89,7490256583546;ry=85,9943871882252;rz=89,6432040113226;Vx=4986,42438650919;Vy=4985,00406463072;Vz=6,1785537402744;cx=-0,210133819438113;cy=-0,0765458159039483;latitude=63,2867584088502;longitude=108,004144467593;
27.05.2019 11:17:25:821;Ax=4,91145920726073;Ay=4,72098599477717;Az=-0,432376098624606;rx=87,3488981480938;ry=89,3729499973696;rz=87,4473115296323;Vx=4991,33584571645;Vy=4989,7250506255;Vz=5,74617764164979;cx=-0,136921965767129;cy=-0,00094090058744456;latitude=63,3313239074727;longitude=107,95959335107;
27.05.2019 11:17:25:930;Ax=4,92687162730232;Ay=4,73342555283263;Az=0,0248781636240327;rx=88,5950085588708;ry=86,9212322691089;rz=86,7857628477671;Vx=4996,26271734375;Vy=4994,45847617833;Vz=5,77105580527383;cx=-0,213914734085051;cy=-0,20809966355241;latitude=63,3759333960204;longitude=107,914999971818;
27.05.2019 11:17:26:44;Ax=4,63343427732281;Ay=4,71873949594737;Az=0,304801603478754;rx=89,6286569564271;ry=88,3318786345571;rz=89,0678792507704;Vx=5000,89615162108;Vy=4999,17721567428;Vz=6,07585740875258;cx=-0,0736059666721189;cy=-0,0927275414079105;latitude=63,420584254517;longitude=107,870364460964;
27.05.2019 11:17:26:153;Ax=4,86091339558406;Ay=4,86807281587649;Az=0,314301390649891;rx=88,0383893479772;ry=87,6116218308972;rz=88,4981166834469;Vx=5005,75706501666;Vy=5004,04528849016;Vz=6,39015879940247;cx=-0,00438934107283018;cy=-0,201040608156958;latitude=63,4652785140261;longitude=107,825685485174;
27.05.2019 11:17:26:278;Ax=4,71492889603364;Ay=4,83979624292804;Az=0,328900059349323;rx=88,2142507793448;ry=88,1020959569617;rz=89,3530487273135;Vx=5010,47199391269;Vy=5008,88508473308;Vz=6,71905885875179;cx=-0,0356807701339363;cy=-0,191113389442265;latitude=63,5100148711146;longitude=107,780963296917;
27.05.2019 11:17:26:387;Ax=4,55181207882791;Ay=4,77819553309968;Az=0,123945723787855;rx=87,7075658346096;ry=85,5043830438537;rz=88,1847090298239;Vx=5015,02380599152;Vy=5013,66328026618;Vz=6,84300458253965;cx=-0,150779897568647;cy=-0,12183589907216;latitude=63,5547918693824;longitude=107,736198446201;
27.05.2019 11:17:26:497;Ax=4,935140942426;Ay=4,9650473976345;Az=0,188679684716593;rx=88,5257317246989;ry=88,2499895800138;rz=86,1686666548106;Vx=5019,95894693395;Vy=5018,62832766382;Vz=7,03168426725624;cx=-0,218139747631803;cy=-0,218237319271189;latitude=63,5996129314086;longitude=107,691389264704;
27.05.2019 11:17:26:606;Ax=4,8845548096041;Ay=4,72368510450408;Az=0,194519731981922;rx=86,0602946544812;ry=88,6685990137833;rz=89,2231713366803;Vx=5024,84350174355;Vy=5023,35201276832;Vz=7,22620399923816;cx=-0,106521992132308;cy=-0,182813601886302;latitude=63,6444776055313;longitude=107,646537907447;
27.05.2019 11:17:26:715;Ax=4,74317964410557;Ay=4,82163507063949;Az=-0,0210390561591085;rx=88,3630660827565;ry=86,9756623136232;rz=87,5074545389542;Vx=5029,58668138766;Vy=5028,17364783896;Vz=7,20516494307905;cx=-0,113204461400493;cy=-0,132607011570414;latitude=63,6893846294722;longitude=107,601643499877;
27.05.2019 11:17:26:825;Ax=4,79803009624501;Ay=4,57949802446156;Az=0,256927582997329;rx=85,82811883666;ry=86,6023677366797;rz=86,3203148319481;Vx=5034,3847114839;Vy=5032,75314586342;Vz=7,46209252607638;cx=-0,0929466936005952;cy=-0,196824423478368;latitude=63,7343344929676;longitude=107,556708203931;
27.05.2019 11:17:26:934;Ax=4,70313925491792;Ay=4,63504783303246;Az=0,196902318460356;rx=87,9261952521867;ry=89,9499995209975;rz=86,8864814538446;Vx=5039,08785073882;Vy=5037,38819369646;Vz=7,65899484453674;cx=-0,113540087157645;cy=-0,161715329525393;latitude=63,7793263487778;longitude=107,511731523631;
27.05.2019 11:17:27:46;Ax=4,82455123766537;Ay=4,96387187995197;Az=-0,232971389676897;rx=86,0889300164249;ry=86,2523711394763;rz=88,72608994284;Vx=5043,91240197649;Vy=5042,35206557641;Vz=7,42602345485984;cx=-0,124543340131432;cy=-0,162843131361456;latitude=63,8243612809383;longitude=107,466710523045;
27.05.2019 11:17:27:155;Ax=4,51491107117148;Ay=4,68019817242408;Az=-0,747894551371175;rx=87,1096674080983;ry=87,0240605352558;rz=88,6213359658706;Vx=5048,42731304766;Vy=5047,03226374883;Vz=6,67812890348867;cx=-0,195619014753319;cy=-0,129559302856009;latitude=63,8694365248048;longitude=107,421647734976;
27.05.2019 11:17:27:265;Ax=4,71661286741337;Ay=4,63336193265084;Az=0,288162317610421;rx=87,5345073598598;ry=87,0063184078347;rz=89,809086210704;Vx=5053,14392591507;Vy=5051,66562568148;Vz=6,96629122109909;cx=-0,0483557061051769;cy=-0,0929660772755625;latitude=63,9145538812862;longitude=107,376543577604;
27.05.2019 11:17:27:812;Ax=4,93023331250541;Ay=4,78190733971163;Az=0,209115706691106;rx=87,4531685164911;ry=86,1010504705371;rz=89,9433649051671;Vx=5058,07415922758;Vy=5056,44753302119;Vz=7,17540692779019;cx=-0,180313577936175;cy=-0,184893232844722;latitude=63,9597152577078;longitude=107,33139672463;
27.05.2019 11:17:27:874;Ax=4,57132900463013;Ay=4,62361989315768;Az=0,285203355986255;rx=88,2152050820716;ry=89,99404858262;rz=85,5559646808803;Vx=5076,64545236488;Vy=5075,46309434575;Vz=7,97868845992659;cx=-0,192895654888311;cy=-0,215458263231184;latitude=64,1407766152787;longitude=107,150379375588;
27.05.2019 11:17:27:952;Ax=4,58089501228225;Ay=4,91297929939487;Az=0,254905558798884;rx=87,1291054501799;ry=88,6792310221024;rz=88,7868043108782;Vx=5081,22634737716;Vy=5080,37607364514;Vz=8,23359401872547;cx=-0,0422691551583227;cy=-0,209873247442239;latitude=64,186144707666;longitude=107,105018874931;
27.05.2019 11:17:28:65;Ax=4,51164097386023;Ay=4,59858665945874;Az=0,519795370786356;rx=89,0871075336296;ry=89,6151670145873;rz=89,5523016930336;Vx=5085,73798835102;Vy=5084,9746603046;Vz=8,75338938951182;cx=-0,133034366989989;cy=-0,0829649453670598;latitude=64,231553082562;longitude=107,059617315464;
27.05.2019 11:17:28:175;Ax=4,88863500691421;Ay=4,50279155909214;Az=0,297261969348073;rx=89,3877435472737;ry=89,4666854597007;rz=87,6439863141365;Vx=5090,62662335794;Vy=5089,47745186369;Vz=9,0506513588599;cx=-0,0120442626122568;cy=-0,201458675903943;latitude=64,2770051059848;longitude=107,0141755525;
27.05.2019 11:17:28:284;Ax=4,51506445371316;Ay=4,64780333505375;Az=0,278761594709364;rx=87,1416180076271;ry=85,9301505516889;rz=88,3802835470439;Vx=5095,14168781165;Vy=5094,12525519874;Vz=9,32941295356926;cx=-0,02689338296274;cy=-0,0674807829048873;latitude=64,3224974424831;longitude=106,968692291293;
27.05.2019 11:17:28:393;Ax=4,69745821910792;Ay=4,50034271786005;Az=0,511392119369187;rx=87,0845520997348;ry=85,5872486906998;rz=87,4103455449968;Vx=5099,83914603076;Vy=5098,6255979166;Vz=9,84080507293845;cx=-0,223615684685583;cy=-0,132949675925985;latitude=64,3680317205727;longitude=106,923168848455;
27.05.2019 11:17:28:518;Ax=4,72874333626998;Ay=4,51934937714569;Az=0,499441484710873;rx=85,6557406602221;ry=86,8665325599101;rz=86,1722674680279;Vx=5104,56788936703;Vy=5103,14494729375;Vz=10,3402465576493;cx=-0,0501646043151425;cy=-0,170517032568121;latitude=64,4136082195849;longitude=106,877605054283;
27.05.2019 11:17:28:628;Ax=4,9192518198021;Ay=4,81956990124638;Az=0,563054446649298;rx=89,9689245507908;ry=88,7306069567476;rz=86,7543433549601;Vx=5109,48714118683;Vy=5107,964517195;Vz=10,9033010042986;cx=-0,188792536216226;cy=-0,0707965601798151;latitude=64,4592286404883;longitude=106,831998228236;
27.05.2019 11:17:28:737;Ax=4,93974432742211;Ay=4,5525915052521;Az=0,3159472629735;rx=87,3490010066186;ry=87,6279499584939;rz=87,5129988892064;Vx=5114,42688551425;Vy=5112,51710870025;Vz=11,2192482672721;cx=-0,00638077502669177;cy=-0,138775739115097;latitude=64,5048931662518;longitude=106,786350754051;
27.05.2019 11:17:28:846;Ax=4,65834973270928;Ay=4,51975266613055;Az=0,351109284628699;rx=89,6120825538468;ry=86,2997726187109;rz=85,7547605604654;Vx=5119,08523524696;Vy=5117,03686136638;Vz=11,5703575519008;cx=-0,0873273799020495;cy=-0,145631524138452;latitude=64,5505992844237;longitude=106,740662924932;
27.05.2019 11:17:28:956;Ax=4,99971530283788;Ay=4,94270569362804;Az=0,353228168982653;rx=89,2925410653895;ry=88,9990129517387;rz=89,6033740875327;Vx=5124,0849505498;Vy=5121,97956706001;Vz=11,9235857208835;cx=-0,0447853038994523;cy=-0,0268343692304711;latitude=64,5963500429107;longitude=106,694930964512;
27.05.2019 11:17:29:83;Ax=4,75928023353186;Ay=4,50768833374963;Az=0,41315018104536;rx=87,5540214404715;ry=89,1627935272003;rz=89,4932077899544;Vx=5128,84423078333;Vy=5126,48725539376;Vz=12,3367359019288;cx=-0,00401113074227055;cy=-0,198860969149443;latitude=64,6421432949713;longitude=106,649158756874;
27.05.2019 11:17:29:192;Ax=4,91988168722944;Ay=4,51871780865766;Az=0,386317016992866;rx=89,6139251434309;ry=85,9168201782353;rz=88,1786852996697;Vx=5133,76411247056;Vy=5131,00597320242;Vz=12,7230529189217;cx=-0,0143471738506804;cy=-0,222715443138831;latitude=64,6879804745469;longitude=106,603346203542;
27.05.2019 11:17:29:298;Ax=4,533528877205;Ay=4,65783201607775;Az=0,508954785093179;rx=86,6887585647352;ry=88,8622839063696;rz=89,3846253598503;Vx=5138,29764134777;Vy=5135,66380521849;Vz=13,2320077040149;cx=-0,21050566350366;cy=-0,0490747091123254;latitude=64,733858132059;longitude=106,557492062424;
27.05.2019 11:17:29:402;Ax=4,51363074547315;Ay=4,73668005584585;Az=0,646831869472206;rx=89,2462557140953;ry=89,4252898341162;rz=86,9316082102859;Vx=5142,81127209324;Vy=5140,40048527434;Vz=13,8788395734871;cx=-0,0207472077667461;cy=-0,00728375703668149;latitude=64,7797760898455;longitude=106,51159562952;
27.05.2019 11:17:29:505;Ax=4,65211440280644;Ay=4,72557919459677;Az=0,596164322759102;rx=87,5587549547473;ry=89,6446472597982;rz=87,8183630589947;Vx=5147,46338649605;Vy=5145,12606446894;Vz=14,4750038962462;cx=-0,0969154154751095;cy=-0,128403009778545;latitude=64,8257355843678;longitude=106,465657003944;
27.05.2019 11:17:29:611;Ax=4,52866629000225;Ay=4,64302254940524;Az=0,187016374309089;rx=86,1313123407919;ry=88,1279074075296;rz=88,6395272585282;Vx=5151,99205278605;Vy=5149,76908701834;Vz=14,6620202705553;cx=-0,166472533050211;cy=-0,134062378706439;latitude=64,8717355134105;longitude=106,41967692281;
27.05.2019 11:17:29:715;Ax=4,9745883021851;Ay=4,69815137595783;Az=0,537864574504954;rx=87,578524807039;ry=86,3727810216941;rz=87,9155353572758;Vx=5156,96664108823;Vy=5154,4672383943;Vz=15,1998848450602;cx=-0,194948564548952;cy=-0,077555162903181;latitude=64,9177798584202;longitude=106,373654893896;
27.05.2019 11:17:29:820;Ax=4,9754786970911;Ay=4,87220509018386;Az=0,364593859023691;rx=87,0326730245876;ry=89,5217209647045;rz=86,1735216710593;Vx=5161,94211978532;Vy=5159,33944348448;Vz=15,5644787040839;cx=-0,170125460855253;cy=-0,107633651261047;latitude=64,9638686273469;longitude=106,327589363151;
27.05.2019 11:17:29:923;Ax=4,56482271480599;Ay=4,75250314374105;Az=0,454988390908106;rx=88,3866074268644;ry=88,6632063948378;rz=87,6543015682391;Vx=5166,50694250013;Vy=5164,09194662822;Vz=16,019467094992;cx=-0,204947806128743;cy=-0,100830158207486;latitude=65,0099981536192;longitude=106,281481399341;
27.05.2019 11:17:30:34;Ax=4,87319960602242;Ay=4,64429480682327;Az=0,253417994968323;rx=87,5750809617224;ry=89,0514779910685;rz=89,6585743891348;Vx=5171,38014210615;Vy=5168,73624143505;Vz=16,2728850899604;cx=-0,180470079488806;cy=-0,150842527463496;latitude=65,0561711906023;longitude=106,235331968614;
27.05.2019 11:17:30:159;Ax=4,60661901817965;Ay=4,79474826659763;Az=0,591662332714378;rx=87,6419274504957;ry=87,9408270397414;rz=87,5065310376261;Vx=5175,98676112433;Vy=5173,53098970164;Vz=16,8645474226747;cx=-0,0509228081213919;cy=-0,0523252866008903;latitude=65,1023853581124;longitude=106,189139727635;
27.05.2019 11:17:30:269;Ax=4,65879822692778;Ay=4,61850912921061;Az=0,403271853436377;rx=86,2948014481434;ry=85,8870183277815;rz=86,5290186659102;Vx=5180,64555935126;Vy=5178,14949883086;Vz=17,2678192761111;cx=-0,104489058013769;cy=-0,020776253051956;latitude=65,1486411220351;longitude=106,142906249967;
27.05.2019 11:17:30:394;Ax=4,52107912908358;Ay=4,77620226600031;Az=0,155323100837564;rx=85,8553791138601;ry=85,8946317403552;rz=88,2839419121314;Vx=5185,16663848034;Vy=5182,92570109685;Vz=17,4231423769487;cx=-0,0672226984483331;cy=-0,119150342428661;latitude=65,1949372527358;longitude=106,096630127635;
27.05.2019 11:17:30:503;Ax=4,65359094513282;Ay=4,61193159274381;Az=0,507747594759683;rx=89,5741277602846;ry=86,9847734025609;rz=88,5259477472985;Vx=5189,82022942548;Vy=5187,5376326896;Vz=17,9308899717084;cx=-0,0301290624566022;cy=-0,218963305765747;latitude=65,2412749333557;longitude=106,050312827344;
27.05.2019 11:17:30:613;Ax=4,7732497112701;Ay=4,54979947560923;Az=0,213677984552309;rx=86,8689865653259;ry=86,6985606766299;rz=88,9555633323992;Vx=5194,59347913675;Vy=5192,08743216521;Vz=18,1445679562607;cx=-0,00467500324811709;cy=-0,0711563302186136;latitude=65,2876552322766;longitude=106,003954903842;
27.05.2019 11:17:30:722;Ax=4,86566493956636;Ay=4,92126680557675;Az=0,311935931612708;rx=87,5966242319423;ry=89,8748548873117;rz=89,6062424292817;Vx=5199,45914407631;Vy=5197,00869897078;Vz=18,4565038878734;cx=-0,120181074596559;cy=-0,108511110585425;latitude=65,3340789746344;longitude=105,957553040458;
27.05.2019 11:17:30:831;Ax=4,87649271352053;Ay=4,64958744619488;Az=0,359485422218911;rx=86,5656575970657;ry=89,6106664815967;rz=86,0352192963637;Vx=5204,33563678983;Vy=5201,65828641698;Vz=18,8159893100923;cx=-0,170574114481255;cy=-0,0912185374257248;latitude=65,3805462571057;longitude=105,911109662901;
27.05.2019 11:17:30:941;Ax=4,94413204092725;Ay=4,70644087144474;Az=0,234400993811153;rx=86,9334427050471;ry=88,786802684789;rz=89,4074160772876;Vx=5209,27976883076;Vy=5206,36472728842;Vz=19,0503903039034;cx=-0,12656395672893;cy=-0,079838185247425;latitude=65,4270576836132;longitude=105,86462426355;
27.05.2019 11:17:31:51;Ax=4,6854626013364;Ay=4,73985697736026;Az=0,465061560745846;rx=89,9388230472984;ry=85,9559168049395;rz=86,5412322743988;Vx=5213,9652314321;Vy=5211,10458426579;Vz=19,5154518646493;cx=-0,0807042868834458;cy=-0,163292558532341;latitude=65,4736109446081;longitude=105,818096544048;
27.05.2019 11:17:31:161;Ax=4,78659116210723;Ay=4,66344827910114;Az=0,323821628640323;rx=86,6032304901645;ry=86,826518527617;rz=86,5589217990911;Vx=5218,7518225942;Vy=5215,76803254489;Vz=19,8392734932896;cx=-0,112893086794244;cy=-0,136196196154323;latitude=65,5202069430241;longitude=105,771527186615;
27.05.2019 11:17:31:270;Ax=4,87900064740283;Ay=4,59888339606062;Az=0,226188148733317;rx=85,6384863868069;ry=86,6405789473283;rz=88,3317611538022;Vx=5223,63082324161;Vy=5220,36691594095;Vz=20,0654616420229;cx=-0,199496629845584;cy=-0,128798594746648;latitude=65,5668465039459;longitude=105,724916767722;
27.05.2019 11:17:31:380;Ax=4,92885306334535;Ay=4,76638584549836;Az=0,357977577442293;rx=89,3405928336273;ry=88,1959543880988;rz=88,4730572299906;Vx=5228,55967630495;Vy=5225,13330178645;Vz=20,4234392194652;cx=-0,0104964644580576;cy=-0,0308215810595129;latitude=65,6135300724844;longitude=105,678263791813;
